program_id,county,site_address,foodborne_illness_violations,good_retail_practices_violations,total_violations,inspScore
Garlic Knot Pizza and Pasta,Arapahoe,1621 W Canal Cir Unit 100,7,4,11,45
Garlic Knot The,Adams,3995 E 120th Ave,10,7,17,39
Garlic Knot The,Arapahoe,1706 S Chambers Rd,6,6,12,44
Garnish Indian Fusion Cuisine,Arapahoe,6585 Greenwood Plaza Blvd,3,1,4,52
Gas Mart,Adams,1550 W 88th Ave Unit A,1,2,3,53
Gateway High School,Arapahoe,1300 S Sable Blvd,0,1,1,55
Gaylord of the Rockies - Pinyon Bar,Arapahoe,6700 N Gaylord Rockies Blvd,1,0,1,55
Ge-Jos Original,Arapahoe,7200 E Dry Creek Rd Unit R,3,1,4,52
Genghis Grill,Arapahoe,9617 E County Line Rd Unit B,3,3,6,50
Genji Ramen,Arapahoe,6853 S York St Unit 119,1,0,1,55
Georges Restaurant,Arapahoe,3454 S Broadway,5,7,12,44
Ghana International Market LLC,Arapahoe,495 Havana St,3,5,8,48
Gibbys Sports Saloon,Arapahoe,1555 S Havana St Unit W,0,3,3,53
Gigis Cupcakes,Arapahoe,7301 S Santa Fe Dr Unit 625,4,1,5,51
Glacier Homemade Ice Cream,Arapahoe,3455 S University Blvd Unit A,1,1,2,54
Glacier Ice Cream and Gelato,Arapahoe,4940 S Yosemite St Unit E1,2,0,2,54
Glacier Ice Cream and Gelato of CR,Douglas,115 N Wilcox St Unit 110,1,2,3,53
Glacier Peak Elementary,Adams,12060 Jasmine St,0,3,3,53
Glazed and Confuzed Donuts,Arapahoe,4660 S Yosemite St,0,0,0,56
Glenmoor Country Club/Main Level Kitchen,Arapahoe,110 Glenmoor Dr,3,0,3,53
Glenn Bar and Grill,Adams,11140 Irma Dr,4,7,11,45
Global Village Academy Douglas County,Douglas,18451 Ponderosa Dr,0,0,0,56
Global Village Academy Northglenn,Adams,555 W 112th Ave,3,1,4,52
Global Village Academy West Campus,Arapahoe,16401 E Alameda Dr,0,0,0,56
Gluten Escape,Arapahoe,7255 S Havana St Unit 110,1,2,3,53
Go Puff,Adams,3055 W 74th Ave Unit A,0,1,1,55
Go Puff,Arapahoe,7550A S Grant St,0,1,1,55
Goddard Middle School,Arapahoe,3800 W Berry Ave,0,4,4,52
Godfathers Pizza,Adams,227 N Main St,2,5,7,49
Gold Rush Elementary,Douglas,12021 S Swift Fox Way,2,4,6,50
Golden Corral Buffet and Grill,Adams,9751 Grant St,3,3,6,50
Golden Corral Buffet and Grill,Arapahoe,15775 E Arapahoe Rd,1,2,3,53
Golden Corral Buffet and Grill,Arapahoe,3677 S Santa Fe Dr,3,6,9,47
Golden Crust Pizza and Subs,Adams,5595 Pecos St Unit C,3,2,5,51
Golden Flame Hot Wings,Arapahoe,18757 E Hampden Ave Ste 156,4,5,9,47
Golden Flame Hot Wings,Douglas,16524 Keystone Blvd Ste D1,2,4,6,50
Golden Flame Hot Wings-Production Kitchen,Arapahoe,18757 E Hampden Unit 152,2,1,3,53
Golden Flames Hot Wings,Douglas,363 Village Square Ln Ste 145,1,7,8,48
Golden Saigon Vietnamese Restaurant,Arapahoe,2648 S Parker Rd Unit 3,1,5,6,50
Golden Scoop,Adams,536 Malley Dr,2,0,2,54
Golden Shanghai,Arapahoe,1412 S Parker Rd Unit A134,5,5,10,46
Golden Sky Sushi,Arapahoe,10180 E Colfax Ave Unit 184,2,0,2,54
Golden Town,Adams,5976 E 64th Ave,8,3,11,45
Golden Wok,Arapahoe,15280 E Hampden Ave,8,7,15,41
Golf 1st Deli and Coffee LLC,Arapahoe,10 S Havana St Ste 108,3,5,8,48
Golf Club at Bear Dance,Douglas,6630 Bear Dance Dr,4,7,11,45
Golf Club at Ravenna,Douglas,8250 Palladio Ct # A,3,3,6,50
Gomez Burritos,Adams,5520 Washington St,4,3,7,49
Good Times Burgers and Frozen Custard,Arapahoe,1220 S Buckley Rd,4,0,4,52
Good Times Burgers and Frozen Custard,Arapahoe,24093 E Prospect Ave,3,5,8,48
Good Times Burgers and Frozen Custard,Douglas,11305 S Parker Rd,3,6,9,47
Good Times Drive Thru Burgers,Adams,10450 Melody Dr,3,5,8,48
Good Times Drive Thru Burgers,Adams,16522 Washington St,3,1,4,52
Good Times Drive Thru Burgers,Adams,4003 E 120th Ave,3,6,9,47
Good Times Drive Thru Burgers,Adams,550 E Bromley Ln,5,9,14,42
Good Times Drive Thru Burgers,Arapahoe,16810 E Quincy Ave,4,5,9,47
Good Times Drive Thru Burgers,Arapahoe,6667 S Yosemite Ct,1,2,3,53
Good Times Drive Thru Burgers 117,Arapahoe,1105 S Havana St,2,7,9,47
Goodtimes Burgers,Douglas,9401 S University Blvd,1,1,2,54
Goodys Eatery,Adams,3010 W 72nd Ave,6,9,15,41
Gordibuena,Adams,7225 Monaco St,1,2,3,53
Gordos Mexican Restaurant,Adams,8101 Washington St,7,6,13,43
Gothic Theater,Arapahoe,3263 S Broadway,1,1,2,54
Gourmet Away,Arapahoe,14281 E Exposition Ave,2,3,5,51
Gourmet to Go,Arapahoe,3255 W Hampden Ave,2,3,5,51
GraceFull Cafe,Arapahoe,5610 S Curtice St,1,0,1,55
Grand Slam Snacks,Douglas,3280 Redstone Park Cir,0,0,0,56
Grande Station,Arapahoe,2299 W Main St,4,1,5,51
Grandmas Sweet Tooth,Adams,9656 Washington St,2,2,4,52
Grandview High School,Arapahoe,20500 E Arapahoe Rd,0,0,0,56
Granellis Pizzeria,Douglas,21 Wilcox St,5,6,11,45
Great Beginnings,Douglas,11800 E Oswego St Unit D70,4,7,11,45
Great Greek Mediterranean Grill,Adams,14315 Orchard Pkwy Ste 400,4,1,5,51
Great Hall of Abraxas,Adams,12004 Melody Dr,0,2,2,54
Great Harvest Bread Company,Arapahoe,5910 S University Blvd Unit A12,2,2,4,52
Great Scotts Eatery,Adams,1295 W Cortez St,1,4,5,51
Great Wall,Adams,1591 E Bridge St,8,14,22,34
Great West Life Building Compass 8109,Arapahoe,8505 E Orchard Rd,2,2,4,52
Greek Gyros,Adams,819 Thornton Pkwy,2,1,3,53
Greek To Me,Arapahoe,9251 E Peakview Ave Unit A,9,11,20,36
Green Bazaar,Arapahoe,5698 S Himalaya St Unit B/C,2,4,6,50
Green Chef,Arapahoe,16304 E 32nd Ave Unit 38,3,5,8,48
Greens Gone Wild,Adams,12189 Pennsylvania St,0,0,0,56
Greenwood Elementary,Arapahoe,5550 S Holly St,0,0,0,56
Greenwood Village Cafe,Arapahoe,8923 E Union Ave,0,1,1,55
Gregorios New Mexican Cuisine,Adams,9740 Grant St Unit 85,5,4,9,47
Grillin Wings and Things,Douglas,9447 Park Meadows Dr Ste B,2,3,5,51
Grizzly Rose,Adams,5450 N Valley Hwy,3,5,8,48
Grogans Pub,Adams,2091 Coronado Pkwy N,1,5,6,50
Growler USA,Arapahoe,11405 E Briarwood Ave Ste 100,5,5,10,46
Guadalajara,Douglas,150 Wolfensberger Rd,7,9,16,40
Guadalajara Family Mexican Restaurant,Arapahoe,1001 S Abilene St,5,6,11,45
Guadalajara Mexican Buffet,Adams,11385 E Colfax Ave,13,11,24,32
Guadalajara Mexican Restaurant,Adams,2835 W 72nd Ave,3,7,10,46
Guadalajara Sports Bar,Adams,2895 W 72nd Ave,1,2,3,53
Guardian Angels School,Adams,1843 W 52nd Ave,0,3,3,53
Guckenheimer at ULA,Arapahoe,7958 S Chester St,3,5,8,48
Gulzar Food Market,Arapahoe,10315 E Iliff Ave,9,6,15,41
Gunther Toodys,Adams,16755 Washington St,7,7,14,42
Gunther Toodys,Adams,301 W 104th Ave,0,0,0,56
Gyros & Kabobs,Arapahoe,2020 S Parker Rd Unit D,6,4,10,46
Gyroz,Arapahoe,13698 E Iliff Ave Unit A,3,6,9,47
Gyroz King,Arapahoe,15102 E Hampden Ave Ste B,4,4,8,48
H Mart Market/ Han Ah Reum,Arapahoe,2751 S Parker Rd,12,14,26,30
H Mart Westminster,Adams,5036 W 92nd Ave,5,9,14,42
H and G Asian Cafe,Arapahoe,7939 E Arapahoe Rd Unit 170,6,3,9,47
HSS Hot Breads Indian Cuisine,Arapahoe,9678 E Arapahoe Rd,13,12,25,31
Haat Bazar,Arapahoe,2648 S Parker Rd,4,0,4,52
Habibi Hookah Cafe,Arapahoe,3124 S Parker Rd Unit D,6,9,15,41
Hacienda Colorado,Douglas,10500 Bierstadt Way,5,8,13,43
Halftime Sports Bar,Adams,6051 Quebec St,4,3,7,49
Hamburger Stand 427,Adams,3030 W 72nd Ave,6,7,13,43
Hamburger Stand 646,Arapahoe,938 S Havana St,4,7,11,45
Hamburguesas Don Jesus,Adams,5318 Sheridan Blvd,3,2,5,51
Hampton Inn & Suites,Arapahoe,4150 E Kentucky Ave,4,6,10,46
Hampton Inn & Suites,Arapahoe,7079 S Kenton St,4,4,8,48
Hampton Inn Brighton,Adams,992 Platte River Blvd,4,0,4,52
Hampton Inn Suites Denver South Ridgegate,Douglas,10030 Trainstation Cir,3,2,5,51
Hampton Inn and Suites,Arapahoe,3095 W County Line Rd,0,0,0,56
Hampton Inn and Suites,Douglas,19010 Cottonwood Dr,4,3,7,49
Hana Matsuri,Adams,2821 W 120th Ave Ste 300,7,7,14,42
Hana Sushi,Arapahoe,16911 E Quincy Ave Unit A4,4,5,9,47
Hands of Thyme,Arapahoe,2020 S Parker Rd Unit I,1,2,3,53
Hangry Ohana,Douglas,10471 S Parker Rd Ste 1B,2,6,8,48
Hapa Sushi,Arapahoe,5380 Greenwood Plaza Blvd Ste 101,2,2,4,52
Happy Burrito Mexican Restaurant,Adams,695 Palmer Ave,4,7,11,45
Happy China,Arapahoe,4335 S Buckley Rd,7,9,16,40
Happy Sumo,Adams,14647 Delaware St Unit 100,4,5,9,47
Haraf Foods Market,Adams,10774 Belle Creek Blvd Apt 124,1,1,2,54
Harlequin Cafe,Arapahoe,7600 E Orchard Rd Unit 170 N,3,1,4,52
Harleys A Hot Dog Revolution,Arapahoe,1500 W Littleton Blvd Unit 112,6,9,15,41
Harris Park Elementary,Adams,4300 W 75th Ave,0,2,2,54
Haute Touch Catering,Adams,851 E Highway 224 Unit B3,5,3,8,48
Havana Market,Arapahoe,868 S Havana St,2,3,5,51
Havana Park,Arapahoe,10750 E Iliff Ave,1,1,2,54
Haveli Indian Cuisine,Arapahoe,301 E County Line Rd,12,12,24,32
Hawks Nest,Adams,5321 E 136th Ave,1,1,2,54
Healthy Habit Cafe,Arapahoe,4300 Cherry Creek Dr,1,5,6,50
Heaven Dragon,Adams,99 N Kuner Rd,10,7,17,39
Heaven Dragon Chinese Restaurant,Adams,3730 E 120th Ave,5,11,16,40
Heidis Brooklyn Deli,Adams,2239 Prairie Center Pkwy Unit A,4,7,11,45
Heidis Test Kitchen,Adams,400 W 104th Ave,5,2,7,49
Helgas German Restaurant and Deli,Arapahoe,14197 E Exposition Ave,4,1,5,51
Hemphill Middle School,Adams,2100 Wagner St,0,2,2,54
Henderson Elementary,Adams,12301 E 124th Ave,0,0,0,56
Heritage Eagle Bend Golf and Country Club,Arapahoe,23155 E Heritage Pkwy,4,2,6,50
Heritage Elementary,Arapahoe,6867 E Heritage Pl,0,0,0,56
Heritage Elementary,Douglas,3350 Summit View Pkwy,0,3,3,53
Heritage High School,Arapahoe,1401 W Geddes Ave,1,3,4,52
Heritage Todd Creek Golf Club,Adams,8455 Heritage Dr,9,5,14,42
Heros Pizzaria,Arapahoe,16070 E Dartmouth Ave,2,5,7,49
Hexing Garden,Arapahoe,7500 S University Blvd Unit 103-C,4,4,8,48
Hibachi Grill & Buffet,Arapahoe,1026 S Sable Blvd,7,6,13,43
Hickory House Ribs,Douglas,10335 S Parker Rd,6,6,12,44
Hidden Lake High School,Adams,7300 Lowell Blvd,2,1,3,53
Hidden Lakes Ballfield,Adams,3755 W 66th Ave,0,1,1,55
Hide Away Bar and Grill,Douglas,600 Jerry St,4,6,10,46
Hideaway Saloon,Adams,6171 Olive St,1,0,1,55
Hideaway Steakhouse The,Adams,2345 W 112th Ave,3,5,8,48
High Plains Diner,Adams,100 Bennett Ave Unit 2,3,6,9,47
High Point Academy,Arapahoe,6750 N Dunkirk St,2,3,5,51
Highland Elementary School,Arapahoe,711 E Euclid Ave,1,0,1,55
Highlands Ranch Golf Club,Douglas,9000 Creekside Way,4,3,7,49
Highlands Ranch High School,Douglas,9375 Cresthill Ln,2,1,3,53
Highlands Ranch Mansion,Douglas,9950 E Gateway Dr,0,0,0,56
Highline Elementary,Arapahoe,11000 E Exposition Ave,0,3,3,53
Hillcrest Elementary,Adams,10335 Croke Dr,0,2,2,54
Hilltop Tap House,Douglas,19878 Hilltop Rd Unit 111,6,11,17,39
Hilton Garden Inn,Arapahoe,600 S Colorado Blvd,5,4,9,47
Hilton Garden Inn,Douglas,1050 Plaza Dr,4,4,8,48
Hilton Garden Inn Denver South,Douglas,9290 S Meridian Blvd,3,3,6,50
Himalayan Curry House,Adams,2851 W 120th Ave Ste C100,7,7,14,42
Hinkley High School,Arapahoe,1250 Chambers Rd,1,4,5,51
Hira Cafe and Patisserie,Arapahoe,10782 E Iliff Ave,3,0,3,53
Hiro Japanese Buffet,Arapahoe,2797 S Parker Rd,11,11,22,34
Hissho Sushi,Douglas,9751 S Parker Rd,2,0,2,54
Hissho Sushi at Target 1471,Arapahoe,14200 E Ellsworth Ave,1,2,3,53
Hissho Sushi at Target 1806,Arapahoe,4301 E Virginia Ave,0,0,0,56
Hissho Sushi at Target 2023,Douglas,10001 Commons St,0,0,0,56
Hmong Grocery,Adams,7141 Irving St Unit A,0,4,4,52
Ho Mei,Adams,9170 Federal Blvd,4,7,11,45
Ho Mei Chinese Restaurant,Adams,8610 Washington St,6,3,9,47
Ho Wei Chinese,Adams,7262 Broadway,3,5,8,48
Holiday Inn Express,Adams,12030 Grant St,2,4,6,50
Holiday Inn Express,Adams,2212 S Medical Center Dr,1,5,6,50
Holiday Inn Express,Douglas,610 Genoa Way,1,0,1,55
Holiday Inn Express - Banquet Kitchen,Arapahoe,14200 E Colfax Ave,2,2,4,52
Holiday Inn Express Breakfast Area,Arapahoe,14200 E Colfax Ave,2,3,5,51
Holistic Pathways Daily Dose Juice,Arapahoe,3521 S Logan St,1,1,2,54
Holly Creek Retirement Community,Arapahoe,5500 E Peakview Ave,5,1,6,50
Holly Hills Elementary,Arapahoe,6161 E Cornell Ave,0,1,1,55
Holly Park Pool/ Snack Bar,Arapahoe,6651 S Krameria Way,2,1,3,53
Holly Ridge Primary School,Arapahoe,3301 S Monaco Pkwy,0,0,0,56
Hollywood Southglenn Stadium 14,Arapahoe,6901 S Vine St,1,0,1,55
Holy Trinity Catholic Church,Adams,3050 W 76th Ave,0,0,0,56
Home 2 Suites By Hilton DenverSouth Centennial Airport,Arapahoe,6640 S Paris St,2,0,2,54
Home Cafe,Arapahoe,2640 W Hampden Ave,5,1,6,50
Homestead Elementary,Arapahoe,7451 S Homestead Pkwy,1,0,1,55
Homewood Suites,Arapahoe,199 Inverness Dr W,4,7,11,45
Honduras Breeze,Arapahoe,1443 Chester St,11,9,20,36
Honey Baked Ham,Arapahoe,7050 E County Line Rd,1,0,1,55
Honey Baked Ham 701,Arapahoe,2690 S Havana St,2,1,3,53
Honey Bakery,Arapahoe,2000 S Havana St,3,3,6,50
Honey Bee Asian Bistro,Arapahoe,18541 E Hampden Ave Ste 124,6,4,10,46
Hoongs Palace,Arapahoe,10333 E Costilla Ave,11,15,26,30
Hooters,Arapahoe,2610 S Parker Rd,4,4,8,48
Hooters,Douglas,8334 Willow St,3,0,3,53
Hooters of Westminster,Adams,1111 W 120th Ave,3,6,9,47
Hope At Heights Academy,Adams,2300 W 90th Ave,3,0,3,53
Hope Brighton Leadership Primary,Adams,510 S 27th Ave,2,2,4,52
Hope Brighton Leadership Secondary,Adams,975 Platte River Blvd,1,3,4,52
Hope World Impact Academy,Adams,5155 E 64th Ave,2,0,2,54
Hope at Action Learning Academy Primary,Arapahoe,445 S Lansing St,1,0,1,55
Horizon Food and Gas,Arapahoe,1009 W Littleton Blvd,1,1,2,54
Horizon Middle School,Arapahoe,3981 S Reservoir Rd,0,0,0,56
Hot Wok Asian Cuisine,Adams,5020 W 92nd Ave,5,6,11,45
HuHot Mongolian Grill,Adams,14697 Delaware St Ste 1500,2,4,6,50
HuHot Mongolian Grill,Arapahoe,3698 S Natches Ct,4,5,9,47
Huakee BBQ,Adams,5072 W 92nd Ave Unit D2,2,2,4,52
Hulstrom Options K thru 8,Adams,11551 Wyco Dr,0,0,0,56
Hungry Howies Flavored Crust Pizza,Arapahoe,6040 S Gun Club Rd Unit F4,0,3,3,53
Hungry Wok,Douglas,5050 Factory Shops Blvd Unit 5,3,3,6,50
Hunters Glen Elementary,Adams,13222 Corona St,1,0,1,55
Huron Convenience Store,Adams,9500 Huron St,0,1,1,55
Hurts Donut Company,Douglas,12311 Pine Bluffs Way Ste 103,1,0,1,55
Hyatt House,Arapahoe,9280 E Costilla Ave,7,5,12,44
Hyatt Place Denver Airport,Adams,16250 E 40th Ave,5,5,10,46
Hyatt Place Denver South Park Meadows / Restaurant,Douglas,9030 Westview Rd,7,6,13,43
Hyatt Place Denver Tech Center,Arapahoe,8300 E Crescent Pkwy,4,1,5,51
Hyatt Place Denver/Cherry Creek,Arapahoe,4150 E Mississippi Ave,2,0,2,54
Hyderabad House Indian Cuisine,Arapahoe,7605 E Arapahoe Rd,4,5,9,47
Hyland Hills/ Concession Gold Course,Adams,9650 Sheridan Blvd,0,1,1,55
Hyland Hills/ Softball Field Complex,Adams,8650 Zuni St,1,3,4,52
I Team Manor,Arapahoe,1820 S Joliet St,0,0,0,56
IHOP,Adams,221 W 104th Ave,2,5,7,49
IHOP,Arapahoe,13650 E Colfax Ave Unit L,3,4,7,49
IHOP 1818,Arapahoe,7017 S Clinton St,2,7,9,47
IHOP 1821,Arapahoe,13700 E Mississippi Ave,0,2,2,54
IHOP 1825,Douglas,575 Genoa Way,2,8,10,46
IHOP 1830,Adams,4730 W 120th Ave,2,5,7,49
IHOP 1831,Douglas,9565 S University Blvd,2,7,9,47
IHOP 1833,Douglas,11133 S Parker Rd,1,3,4,52
IHOP 1838,Arapahoe,5820 S Parker Rd,2,3,5,51
IKEA 064 Restaurant,Arapahoe,9800 E Ikea Way,1,5,6,50
Ichiban Buffet,Douglas,9271 Park Meadows Dr,7,6,13,43
Ifka Cafe,Arapahoe,1535 S Havana St Unit M,4,5,9,47
Illegal Burger,Arapahoe,652 S Colorado Blvd,2,1,3,53
Illegal Petes,Arapahoe,5312 DTC Blvd Unit 400,0,3,3,53
Imagirifik,Arapahoe,16748 E Smoky Hill Rd,4,0,4,52
In The Dog House LLC,Adams,617 Bridge St,4,1,5,51
Independence Elementary,Arapahoe,4700 S Memphis St,0,2,2,54
Indian Ridge Elementary,Arapahoe,16501 E Progress Dr,0,1,1,55
Indias Best Restaurant and Bar,Arapahoe,1500 W Littleton Blvd Unit,10,12,22,34
Indias Harvest,Arapahoe,3095 S Peoria St Unit D,3,3,6,50
Indias Kitchen,Douglas,18701 E Mainstreet Ste 2,5,9,14,42
Indias Kitchen 3,Arapahoe,16270 E Arapahoe Rd Unit 202,5,6,11,45
Indias Kitchen II,Arapahoe,8236 S Holly St,4,8,12,44
Indochine,Douglas,19751 E Mainstreet Unit R2,9,6,15,41
Indulge Bistro and Wine Bar,Arapahoe,6955 S York St Ste 406,2,5,7,49
Indulge Wine Bar,Douglas,1601 Mayberry Dr Ste 101,3,5,8,48
Infinity Middle School,Arapahoe,25100 E Belleview Ave,0,0,0,56
Infinity Park Events Center,Arapahoe,4400 E Kentucky Ave,1,2,3,53
Infuzed Soda Bar,Adams,13762 Colorado Blvd Unit 124,3,3,6,50
Ink Coffee Company & Cabana,Arapahoe,5801 S Quebec St,2,2,4,52
Inova Cafe,Arapahoe,7250 S Havana St,5,6,11,45
Insights Center,Douglas,345 Inverness Dr S Unit A-110,0,2,2,54
Inta Juice,Douglas,19539 Hess Rd Unit 105,0,1,1,55
International House of Pancakes,Arapahoe,800 Englewood Pkwy Unit A100,3,4,7,49
International House of Pancakes 3073,Adams,962 S 4th Ave,2,8,10,46
Inverness Cafe,Arapahoe,175 Inverness Dr W Ste 110,4,3,7,49
Inverness Hotel and Golf Club Main Kitchen,Arapahoe,200 Inverness Dr W,0,3,3,53
Iowa Elementary,Arapahoe,16701 E Iowa Ave,0,2,2,54
Iron Horse Elementary,Douglas,20151 Tallman Dr,0,1,1,55
Isaac Newton Middle School,Arapahoe,4001 E Arapahoe Rd,0,0,0,56
Island The,Arapahoe,2233 S Geneva St,1,1,2,54
Ivibe Coffee,Adams,5191 W 112th St Ste 700,4,3,7,49
J Alexanders Restaurant,Arapahoe,9709 E County Line Rd,7,6,13,43
J P Asian Bistro Corporation,Douglas,8351 N Rampart Range Rd Unit C101,8,0,8,48
JA Balistreri Vineyards,Adams,1946 E 66th Ave,1,4,5,51
JDs Bait Shop and Sports Grill,Arapahoe,9555 E Arapahoe Rd Unit 14,3,0,3,53
JDs Market,Douglas,8808 S Colorado Blvd,1,2,3,53
JFE,Douglas,9551 S University Blvd,0,0,0,56
JFE KS 16,Arapahoe,19711 E Smoky Hill Rd,1,0,1,55
JFE Snowfox JFE Sushi,Douglas,5544 Promenade Pkwy,0,0,0,56
JFE Snowfox KS075,Douglas,12959 S Parker Rd,0,0,0,56
JFE Sushi,Adams,10351 Federal Blvd,1,2,3,53
JFE Sushi,Douglas,2205 W Wildcat Reserve Pkwy,1,1,2,54
JFE Sushi 126,Douglas,17761 Cottonwood Dr,0,1,1,55
JFE Sushi 132,Douglas,750 N Ridge Rd,1,2,3,53
JFE Sushi KS 107,Arapahoe,25701 E Smoky Hill Rd,0,0,0,56
JFE Sushi KS 131,Arapahoe,100 W Littleton Blvd,0,1,1,55
JFE Sushi KS-109,Arapahoe,5050 S Federal Blvd Unit,1,0,1,55
JFE Sushi KS100,Arapahoe,4910 S Yosemite St,0,0,0,56
JFE Sushi KS91,Douglas,7284 Lagae Rd,0,0,0,56
JJ Market,Arapahoe,20961 E Smoky Hill Rd,2,1,3,53
JP Nori Sushi and Asian Cuisine,Arapahoe,5302 S Federal Cir Unit B,7,6,13,43
Jabaneros Mexican Grill,Arapahoe,5584 S Parker Rd Ste A3,3,2,5,51
Jabos Bar Be Q,Arapahoe,9682 E Arapahoe Rd,6,2,8,48
Jack Rabbit Gas,Adams,56491 E Colfax Ave,4,7,11,45
Jack in the Box 8128,Adams,15255 E 38th Ave,1,5,6,50
Jack in the Box 8131,Douglas,11179 S Pikes Peak Dr,6,6,12,44
Jack in the Box 8135,Adams,9703 Washington St,0,6,6,50
Jack in the Box 8136,Adams,6015 E Parkway Dr,1,2,3,53
Jack in the Box 8137,Arapahoe,15399 E Mississippi Ave,1,2,3,53
Jack in the Box 8157,Douglas,27 Wolfensberger Rd,0,7,7,49
Jack in the Box 8162,Adams,64 W Bromley Ln,2,4,6,50
Jackass Hill Brewery,Arapahoe,2409 W Main St,0,0,0,56
Jackie Chan Chinese Kitchen,Adams,7318 Federal Blvd Unit B,7,4,11,45
Jakes Beer Garden,Arapahoe,2530 W Main St,3,3,6,50
Jalapeno Deluxe,Arapahoe,15490 E Colfax Ave Unit B,10,13,23,33
Jalapenos,Arapahoe,3120 S Broadway,4,3,7,49
Jamba Juice 1711,Arapahoe,6202 S Parker Rd Ste 100,0,0,0,56
Jamba Juice 491,Arapahoe,14151 E Cedar Ave Unit A,0,5,5,51
Jamba Juice 531,Arapahoe,4950 S Yosemite St Unit F1,2,3,5,51
Jamba Juice 680,Arapahoe,24107 E Commons Ave Ste 101,2,3,5,51
Jasmin Syrian Food,Arapahoe,10180 E Colfax Ave Unit 186,1,1,2,54
Jasmine Asian Cafe,Douglas,9400 Heritage Hills Cir Ste 400,3,12,15,41
Jasons Deli,Arapahoe,5302 DTC Blvd Unit 400,3,1,4,52
Jasons Deli,Arapahoe,5440 S Parker Rd,1,1,2,54
Jasons Deli,Arapahoe,9525 E County Line Rd,3,9,12,44
Jax Fish House,Arapahoe,650 S Colorado Blvd Bldg A,3,2,5,51
Jay Grille and Bar,Adams,7820 N Washington St Unit A,3,3,6,50
Jennys Market,Adams,3690 E 104th Ave,5,1,6,50
Jerrys Bar and Grill,Adams,130 N Main St,6,6,12,44
Jersey MIkes Subs,Douglas,4989 Factory Shops Blvd Unit A-230,4,2,6,50
Jersey Mikes,Adams,2690 W 104th Ave Unit 140,1,4,5,51
Jersey Mikes Sub,Adams,12003 N Pecos St,4,7,11,45
Jersey Mikes Sub,Arapahoe,23870 E Smoky Hill Rd Ste 20,3,4,7,49
Jersey Mikes Subs,Arapahoe,2456 S Parker Rd Ste B,3,1,4,52
Jersey Mikes Subs,Arapahoe,3571 S Tower Rd Unit E,5,5,10,46
Jersey Mikes Subs,Arapahoe,4989 S Broadway Unit B,1,1,2,54
Jersey Mikes Subs,Arapahoe,5137 S Yosemite St,1,1,2,54
Jersey Mikes Subs,Arapahoe,6583 S Parker Rd Unit 200,5,2,7,49
Jersey Mikes Subs,Douglas,18366 Lincoln Ave Unit 107,2,2,4,52
Jersey Mikes Subs,Douglas,9362 S Colorado Blvd Unit D4,1,3,4,52
Jersey Mikes Subs,Douglas,9400 Heritage Hills Cir Ste 300,3,2,5,51
Jessies Smokin Nola,Arapahoe,7422 S University Blvd,5,2,7,49
Jesuit Retreat House,Douglas,4801 Highway 67,2,6,8,48
Jesus Mexican Taqueria,Arapahoe,1701 S Buckley Rd,4,3,7,49
Jets Pizza,Arapahoe,13724 E Quincy Ave,3,3,6,50
Jets Pizza,Arapahoe,7935 S Broadway,4,2,6,50
Jets Pizza,Arapahoe,8176 S Holly St,1,0,1,55
Jets Pizza,Douglas,19878 E Hilltop Rd Unit 101,1,2,3,53
Jewel Elementary,Arapahoe,14601 E Jewell Ave,0,1,1,55
Jewel of India,Adams,10343 Federal Blvd Unit P,6,8,14,42
Jim N Nicks BBQ,Adams,100 E 120th Ave Bldg E,1,6,7,49
Jim N Nicks Bar B Q,Arapahoe,24153 E Prospect Ave,3,9,12,44
Jimanos Pizzeria,Arapahoe,2950 S Broadway Unit G,4,2,6,50
Jimmy John,Douglas,5646 Allen Way Ste 120,4,5,9,47
Jimmy Johns,Adams,10449 Chambers Rd,5,0,5,51
Jimmy Johns,Adams,12501 E 17th Ave,7,4,11,45
Jimmy Johns,Adams,3954 E 120th Ave,1,2,3,53
Jimmy Johns,Adams,3995 Lewiston St Unit 104,1,4,5,51
Jimmy Johns,Adams,9645 Washington St Unit 170,3,6,9,47
Jimmy Johns,Arapahoe,1140 S Colorado Blvd,0,0,0,56
Jimmy Johns,Arapahoe,23903 E Prospect Ave Unit D,1,2,3,53
Jimmy Johns,Arapahoe,2610 W Belleview Ave Ste 600,4,1,5,51
Jimmy Johns,Arapahoe,3001 S Broadway,3,3,6,50
Jimmy Johns,Douglas,11804 E Oswego St Unit B,3,2,5,51
Jimmy Johns,Douglas,390 S Wilcox St,2,2,4,52
Jimmy Johns,Douglas,9325 Dorchester St Ste 126,2,1,3,53
Jimmy Johns 1468,Arapahoe,4261 S Buckley Rd Ste B,1,1,2,54
Jimmy Johns 1494,Arapahoe,91 W Mineral Ave Unit 110,1,1,2,54
Jimmy Johns 1921,Arapahoe,14302 Cedar Ave Unit F,2,1,3,53
Jimmy Johns 2615,Douglas,18320 E Cottonwood Dr Unit J,1,0,1,55
Jimmy Johns 3939,Douglas,9567 S University Blvd Ste D2,6,5,11,45
Jimmy Johns 455,Arapahoe,4682 S Yosemite St,0,0,0,56
Jimmy Johns 635,Douglas,9234 Park Meadows Dr Ste 500,5,2,7,49
Jimmy Johns Gourmet,Arapahoe,7530 S University Blvd Unit 130,2,1,3,53
Jimmy Johns No 2707,Adams,14315 Orchard Pkwy,3,0,3,53
