program_id,county,site_address,total_violations
Great Scotts Eatery,Adams,1295 W Cortez St,5
Great Wall,Adams,1591 E Bridge St,22
Great West Life Building Compass 8109,Arapahoe,8505 E Orchard Rd,4
Greek Gyros,Adams,819 Thornton Pkwy,3
Greek To Me,Arapahoe,9251 E Peakview Ave Unit A,20
Green Bazaar,Arapahoe,5698 S Himalaya St Unit B/C,6
Green Chef,Arapahoe,16304 E 32nd Ave Unit 38,8
Greens Gone Wild,Adams,12189 Pennsylvania St,0
Greenwood Elementary,Arapahoe,5550 S Holly St,0
Greenwood Village Cafe,Arapahoe,8923 E Union Ave,1
Gregorios New Mexican Cuisine,Adams,9740 Grant St Unit 85,9
Grillin Wings and Things,Douglas,9447 Park Meadows Dr Ste B,5
Grizzly Rose,Adams,5450 N Valley Hwy,8
Grogans Pub,Adams,2091 Coronado Pkwy N,6
Growler USA,Arapahoe,11405 E Briarwood Ave Ste 100,10
Guadalajara,Douglas,150 Wolfensberger Rd,16
Guadalajara Family Mexican Restaurant,Arapahoe,1001 S Abilene St,11
Guadalajara Mexican Buffet,Adams,11385 E Colfax Ave,24
Guadalajara Mexican Restaurant,Adams,2835 W 72nd Ave,10
Guadalajara Sports Bar,Adams,2895 W 72nd Ave,3
Guardian Angels School,Adams,1843 W 52nd Ave,3
Guckenheimer at ULA,Arapahoe,7958 S Chester St,8
Gulzar Food Market,Arapahoe,10315 E Iliff Ave,15
Gunther Toodys,Adams,16755 Washington St,14
Gunther Toodys,Adams,301 W 104th Ave,0
Gyros & Kabobs,Arapahoe,2020 S Parker Rd Unit D,10
Gyroz,Arapahoe,13698 E Iliff Ave Unit A,9
Gyroz King,Arapahoe,15102 E Hampden Ave Ste B,8
H Mart Market/ Han Ah Reum,Arapahoe,2751 S Parker Rd,26
H Mart Westminster,Adams,5036 W 92nd Ave,14
H and G Asian Cafe,Arapahoe,7939 E Arapahoe Rd Unit 170,9
HSS Hot Breads Indian Cuisine,Arapahoe,9678 E Arapahoe Rd,25
Haat Bazar,Arapahoe,2648 S Parker Rd,4
Habibi Hookah Cafe,Arapahoe,3124 S Parker Rd Unit D,15
Hacienda Colorado,Douglas,10500 Bierstadt Way,13
Halftime Sports Bar,Adams,6051 Quebec St,7
Hamburger Stand 427,Adams,3030 W 72nd Ave,13
Hamburger Stand 646,Arapahoe,938 S Havana St,11
Hamburguesas Don Jesus,Adams,5318 Sheridan Blvd,5
Hampton Inn & Suites,Arapahoe,4150 E Kentucky Ave,10
Hampton Inn & Suites,Arapahoe,7079 S Kenton St,8
Hampton Inn Brighton,Adams,992 Platte River Blvd,4
Hampton Inn Suites Denver South Ridgegate,Douglas,10030 Trainstation Cir,5
Hampton Inn and Suites,Arapahoe,3095 W County Line Rd,0
Hampton Inn and Suites,Douglas,19010 Cottonwood Dr,7
Hana Matsuri,Adams,2821 W 120th Ave Ste 300,14
Hana Sushi,Arapahoe,16911 E Quincy Ave Unit A4,9
Hands of Thyme,Arapahoe,2020 S Parker Rd Unit I,3
Hangry Ohana,Douglas,10471 S Parker Rd Ste 1B,8
Hapa Sushi,Arapahoe,5380 Greenwood Plaza Blvd Ste 101,4
Happy Burrito Mexican Restaurant,Adams,695 Palmer Ave,11
Happy China,Arapahoe,4335 S Buckley Rd,16
Happy Sumo,Adams,14647 Delaware St Unit 100,9
Haraf Foods Market,Adams,10774 Belle Creek Blvd Apt 124,2
Harlequin Cafe,Arapahoe,7600 E Orchard Rd Unit 170 N,4
Harleys A Hot Dog Revolution,Arapahoe,1500 W Littleton Blvd Unit 112,15
Harris Park Elementary,Adams,4300 W 75th Ave,2
Haute Touch Catering,Adams,851 E Highway 224 Unit B3,8
Havana Market,Arapahoe,868 S Havana St,5
Havana Park,Arapahoe,10750 E Iliff Ave,2
Haveli Indian Cuisine,Arapahoe,301 E County Line Rd,24
Hawks Nest,Adams,5321 E 136th Ave,2
Healthy Habit Cafe,Arapahoe,4300 Cherry Creek Dr,6
Heaven Dragon,Adams,99 N Kuner Rd,17
Heaven Dragon Chinese Restaurant,Adams,3730 E 120th Ave,16
Heidis Brooklyn Deli,Adams,2239 Prairie Center Pkwy Unit A,11
Heidis Test Kitchen,Adams,400 W 104th Ave,7
Helgas German Restaurant and Deli,Arapahoe,14197 E Exposition Ave,5
Hemphill Middle School,Adams,2100 Wagner St,2
Henderson Elementary,Adams,12301 E 124th Ave,0
Heritage Eagle Bend Golf and Country Club,Arapahoe,23155 E Heritage Pkwy,6
Heritage Elementary,Arapahoe,6867 E Heritage Pl,0
Heritage Elementary,Douglas,3350 Summit View Pkwy,3
Heritage High School,Arapahoe,1401 W Geddes Ave,4
Heritage Todd Creek Golf Club,Adams,8455 Heritage Dr,14
Heros Pizzaria,Arapahoe,16070 E Dartmouth Ave,7
Hexing Garden,Arapahoe,7500 S University Blvd Unit 103-C,8
Hibachi Grill & Buffet,Arapahoe,1026 S Sable Blvd,13
Hickory House Ribs,Douglas,10335 S Parker Rd,12
Hidden Lake High School,Adams,7300 Lowell Blvd,3
Hidden Lakes Ballfield,Adams,3755 W 66th Ave,1
Hide Away Bar and Grill,Douglas,600 Jerry St,10
Hideaway Saloon,Adams,6171 Olive St,1
Hideaway Steakhouse The,Adams,2345 W 112th Ave,8
High Plains Diner,Adams,100 Bennett Ave Unit 2,9
High Point Academy,Arapahoe,6750 N Dunkirk St,5
Highland Elementary School,Arapahoe,711 E Euclid Ave,1
Highlands Ranch Golf Club,Douglas,9000 Creekside Way,7
Highlands Ranch High School,Douglas,9375 Cresthill Ln,3
Highlands Ranch Mansion,Douglas,9950 E Gateway Dr,0
Highline Elementary,Arapahoe,11000 E Exposition Ave,3
Hillcrest Elementary,Adams,10335 Croke Dr,2
Hilltop Tap House,Douglas,19878 Hilltop Rd Unit 111,17
Hilton Garden Inn,Arapahoe,600 S Colorado Blvd,9
Hilton Garden Inn,Douglas,1050 Plaza Dr,8
Hilton Garden Inn Denver South,Douglas,9290 S Meridian Blvd,6
Himalayan Curry House,Adams,2851 W 120th Ave Ste C100,14
Hinkley High School,Arapahoe,1250 Chambers Rd,5
Hira Cafe and Patisserie,Arapahoe,10782 E Iliff Ave,3
Hiro Japanese Buffet,Arapahoe,2797 S Parker Rd,22
Hissho Sushi,Douglas,9751 S Parker Rd,2
Hissho Sushi at Target 1471,Arapahoe,14200 E Ellsworth Ave,3
Hissho Sushi at Target 1806,Arapahoe,4301 E Virginia Ave,0
Hissho Sushi at Target 2023,Douglas,10001 Commons St,0
Hmong Grocery,Adams,7141 Irving St Unit A,4
Ho Mei,Adams,9170 Federal Blvd,11
Ho Mei Chinese Restaurant,Adams,8610 Washington St,9
Ho Wei Chinese,Adams,7262 Broadway,8
Holiday Inn Express,Adams,12030 Grant St,6
Holiday Inn Express,Adams,2212 S Medical Center Dr,6
Holiday Inn Express,Douglas,610 Genoa Way,1
Holiday Inn Express - Banquet Kitchen,Arapahoe,14200 E Colfax Ave,4
Holiday Inn Express Breakfast Area,Arapahoe,14200 E Colfax Ave,5
Holistic Pathways Daily Dose Juice,Arapahoe,3521 S Logan St,2
Holly Creek Retirement Community,Arapahoe,5500 E Peakview Ave,6
Holly Hills Elementary,Arapahoe,6161 E Cornell Ave,1
Holly Park Pool/ Snack Bar,Arapahoe,6651 S Krameria Way,3
Holly Ridge Primary School,Arapahoe,3301 S Monaco Pkwy,0
Hollywood Southglenn Stadium 14,Arapahoe,6901 S Vine St,1
Holy Trinity Catholic Church,Adams,3050 W 76th Ave,0
Home 2 Suites By Hilton DenverSouth Centennial Airport,Arapahoe,6640 S Paris St,2
Home Cafe,Arapahoe,2640 W Hampden Ave,6
Homestead Elementary,Arapahoe,7451 S Homestead Pkwy,1
Homewood Suites,Arapahoe,199 Inverness Dr W,11
Honduras Breeze,Arapahoe,1443 Chester St,20
Honey Baked Ham,Arapahoe,7050 E County Line Rd,1
Honey Baked Ham 701,Arapahoe,2690 S Havana St,3
Honey Bakery,Arapahoe,2000 S Havana St,6
Honey Bee Asian Bistro,Arapahoe,18541 E Hampden Ave Ste 124,10
Hoongs Palace,Arapahoe,10333 E Costilla Ave,26
Hooters,Arapahoe,2610 S Parker Rd,8
Hooters,Douglas,8334 Willow St,3
Hooters of Westminster,Adams,1111 W 120th Ave,9
Hope At Heights Academy,Adams,2300 W 90th Ave,3
Hope Brighton Leadership Primary,Adams,510 S 27th Ave,4
Hope Brighton Leadership Secondary,Adams,975 Platte River Blvd,4
Hope World Impact Academy,Adams,5155 E 64th Ave,2
Hope at Action Learning Academy Primary,Arapahoe,445 S Lansing St,1
Horizon Food and Gas,Arapahoe,1009 W Littleton Blvd,2
Horizon Middle School,Arapahoe,3981 S Reservoir Rd,0
Hot Wok Asian Cuisine,Adams,5020 W 92nd Ave,11
HuHot Mongolian Grill,Adams,14697 Delaware St Ste 1500,6
HuHot Mongolian Grill,Arapahoe,3698 S Natches Ct,9
Huakee BBQ,Adams,5072 W 92nd Ave Unit D2,4
Hulstrom Options K thru 8,Adams,11551 Wyco Dr,0
Hungry Howies Flavored Crust Pizza,Arapahoe,6040 S Gun Club Rd Unit F4,3
Hungry Wok,Douglas,5050 Factory Shops Blvd Unit 5,6
Hunters Glen Elementary,Adams,13222 Corona St,1
Huron Convenience Store,Adams,9500 Huron St,1
Hurts Donut Company,Douglas,12311 Pine Bluffs Way Ste 103,1
Hyatt House,Arapahoe,9280 E Costilla Ave,12
Hyatt Place Denver Airport,Adams,16250 E 40th Ave,10
Hyatt Place Denver South Park Meadows / Restaurant,Douglas,9030 Westview Rd,13
Hyatt Place Denver Tech Center,Arapahoe,8300 E Crescent Pkwy,5
Hyatt Place Denver/Cherry Creek,Arapahoe,4150 E Mississippi Ave,2
Hyderabad House Indian Cuisine,Arapahoe,7605 E Arapahoe Rd,9
Hyland Hills/ Concession Gold Course,Adams,9650 Sheridan Blvd,1
Hyland Hills/ Softball Field Complex,Adams,8650 Zuni St,4
I Team Manor,Arapahoe,1820 S Joliet St,0
IHOP,Adams,221 W 104th Ave,7
IHOP,Arapahoe,13650 E Colfax Ave Unit L,7
IHOP 1818,Arapahoe,7017 S Clinton St,9
IHOP 1821,Arapahoe,13700 E Mississippi Ave,2
IHOP 1825,Douglas,575 Genoa Way,10
IHOP 1830,Adams,4730 W 120th Ave,7
IHOP 1831,Douglas,9565 S University Blvd,9
IHOP 1833,Douglas,11133 S Parker Rd,4
IHOP 1838,Arapahoe,5820 S Parker Rd,5
IKEA 064 Restaurant,Arapahoe,9800 E Ikea Way,6
Ichiban Buffet,Douglas,9271 Park Meadows Dr,13
Ifka Cafe,Arapahoe,1535 S Havana St Unit M,9
Illegal Burger,Arapahoe,652 S Colorado Blvd,3
Illegal Petes,Arapahoe,5312 DTC Blvd Unit 400,3
Imagirifik,Arapahoe,16748 E Smoky Hill Rd,4
In The Dog House LLC,Adams,617 Bridge St,5
Independence Elementary,Arapahoe,4700 S Memphis St,2
Indian Ridge Elementary,Arapahoe,16501 E Progress Dr,1
Indias Best Restaurant and Bar,Arapahoe,1500 W Littleton Blvd Unit,22
Indias Harvest,Arapahoe,3095 S Peoria St Unit D,6
Indias Kitchen,Douglas,18701 E Mainstreet Ste 2,14
Indias Kitchen 3,Arapahoe,16270 E Arapahoe Rd Unit 202,11
Indias Kitchen II,Arapahoe,8236 S Holly St,12
Indochine,Douglas,19751 E Mainstreet Unit R2,15
Indulge Bistro and Wine Bar,Arapahoe,6955 S York St Ste 406,7
Indulge Wine Bar,Douglas,1601 Mayberry Dr Ste 101,8
Infinity Middle School,Arapahoe,25100 E Belleview Ave,0
Infinity Park Events Center,Arapahoe,4400 E Kentucky Ave,3
Infuzed Soda Bar,Adams,13762 Colorado Blvd Unit 124,6
Ink Coffee Company & Cabana,Arapahoe,5801 S Quebec St,4
Inova Cafe,Arapahoe,7250 S Havana St,11
Insights Center,Douglas,345 Inverness Dr S Unit A-110,2
Inta Juice,Douglas,19539 Hess Rd Unit 105,1
International House of Pancakes,Arapahoe,800 Englewood Pkwy Unit A100,7
International House of Pancakes 3073,Adams,962 S 4th Ave,10
Inverness Cafe,Arapahoe,175 Inverness Dr W Ste 110,7
Inverness Hotel and Golf Club Main Kitchen,Arapahoe,200 Inverness Dr W,3
Iowa Elementary,Arapahoe,16701 E Iowa Ave,2
Iron Horse Elementary,Douglas,20151 Tallman Dr,1
Isaac Newton Middle School,Arapahoe,4001 E Arapahoe Rd,0
Island The,Arapahoe,2233 S Geneva St,2
Ivibe Coffee,Adams,5191 W 112th St Ste 700,7
J Alexanders Restaurant,Arapahoe,9709 E County Line Rd,13
J P Asian Bistro Corporation,Douglas,8351 N Rampart Range Rd Unit C101,8
JA Balistreri Vineyards,Adams,1946 E 66th Ave,5
JDs Bait Shop and Sports Grill,Arapahoe,9555 E Arapahoe Rd Unit 14,3
JDs Market,Douglas,8808 S Colorado Blvd,3
JFE,Douglas,9551 S University Blvd,0
JFE KS 16,Arapahoe,19711 E Smoky Hill Rd,1
JFE Snowfox JFE Sushi,Douglas,5544 Promenade Pkwy,0
JFE Snowfox KS075,Douglas,12959 S Parker Rd,0
JFE Sushi,Adams,10351 Federal Blvd,3
JFE Sushi,Douglas,2205 W Wildcat Reserve Pkwy,2
JFE Sushi 126,Douglas,17761 Cottonwood Dr,1
JFE Sushi 132,Douglas,750 N Ridge Rd,3
JFE Sushi KS 107,Arapahoe,25701 E Smoky Hill Rd,0
JFE Sushi KS 131,Arapahoe,100 W Littleton Blvd,1
JFE Sushi KS-109,Arapahoe,5050 S Federal Blvd Unit,1
JFE Sushi KS100,Arapahoe,4910 S Yosemite St,0
JFE Sushi KS91,Douglas,7284 Lagae Rd,0
JJ Market,Arapahoe,20961 E Smoky Hill Rd,3
JP Nori Sushi and Asian Cuisine,Arapahoe,5302 S Federal Cir Unit B,13
Jabaneros Mexican Grill,Arapahoe,5584 S Parker Rd Ste A3,5
Jabos Bar Be Q,Arapahoe,9682 E Arapahoe Rd,8
Jack Rabbit Gas,Adams,56491 E Colfax Ave,11
Jack in the Box 8128,Adams,15255 E 38th Ave,6
Jack in the Box 8131,Douglas,11179 S Pikes Peak Dr,12
Jack in the Box 8135,Adams,9703 Washington St,6
Jack in the Box 8136,Adams,6015 E Parkway Dr,3
Jack in the Box 8137,Arapahoe,15399 E Mississippi Ave,3
Jack in the Box 8157,Douglas,27 Wolfensberger Rd,7
Jack in the Box 8162,Adams,64 W Bromley Ln,6
Jackass Hill Brewery,Arapahoe,2409 W Main St,0
Jackie Chan Chinese Kitchen,Adams,7318 Federal Blvd Unit B,11
Jakes Beer Garden,Arapahoe,2530 W Main St,6
Jalapeno Deluxe,Arapahoe,15490 E Colfax Ave Unit B,23
Jalapenos,Arapahoe,3120 S Broadway,7
Jamba Juice 1711,Arapahoe,6202 S Parker Rd Ste 100,0
Jamba Juice 491,Arapahoe,14151 E Cedar Ave Unit A,5
Jamba Juice 531,Arapahoe,4950 S Yosemite St Unit F1,5
Jamba Juice 680,Arapahoe,24107 E Commons Ave Ste 101,5
Jasmin Syrian Food,Arapahoe,10180 E Colfax Ave Unit 186,2
Jasmine Asian Cafe,Douglas,9400 Heritage Hills Cir Ste 400,15
Jasons Deli,Arapahoe,5302 DTC Blvd Unit 400,4
Jasons Deli,Arapahoe,5440 S Parker Rd,2
Jasons Deli,Arapahoe,9525 E County Line Rd,12
Jax Fish House,Arapahoe,650 S Colorado Blvd Bldg A,5
Jay Grille and Bar,Adams,7820 N Washington St Unit A,6
Jennys Market,Adams,3690 E 104th Ave,6
Jerrys Bar and Grill,Adams,130 N Main St,12
Jersey MIkes Subs,Douglas,4989 Factory Shops Blvd Unit A-230,6
Jersey Mikes,Adams,2690 W 104th Ave Unit 140,5
Jersey Mikes Sub,Adams,12003 N Pecos St,11
Jersey Mikes Sub,Arapahoe,23870 E Smoky Hill Rd Ste 20,7
Jersey Mikes Subs,Arapahoe,2456 S Parker Rd Ste B,4
Jersey Mikes Subs,Arapahoe,3571 S Tower Rd Unit E,10
Jersey Mikes Subs,Arapahoe,4989 S Broadway Unit B,2
Jersey Mikes Subs,Arapahoe,5137 S Yosemite St,2
Jersey Mikes Subs,Arapahoe,6583 S Parker Rd Unit 200,7
Jersey Mikes Subs,Douglas,18366 Lincoln Ave Unit 107,4
Jersey Mikes Subs,Douglas,9362 S Colorado Blvd Unit D4,4
Jersey Mikes Subs,Douglas,9400 Heritage Hills Cir Ste 300,5
Jessies Smokin Nola,Arapahoe,7422 S University Blvd,7
Jesuit Retreat House,Douglas,4801 Highway 67,8
Jesus Mexican Taqueria,Arapahoe,1701 S Buckley Rd,7
Jets Pizza,Arapahoe,13724 E Quincy Ave,6
Jets Pizza,Arapahoe,7935 S Broadway,6
Jets Pizza,Arapahoe,8176 S Holly St,1
Jets Pizza,Douglas,19878 E Hilltop Rd Unit 101,3
Jewel Elementary,Arapahoe,14601 E Jewell Ave,1
Jewel of India,Adams,10343 Federal Blvd Unit P,14
Jim N Nicks BBQ,Adams,100 E 120th Ave Bldg E,7
Jim N Nicks Bar B Q,Arapahoe,24153 E Prospect Ave,12
Jimanos Pizzeria,Arapahoe,2950 S Broadway Unit G,6
Jimmy John,Douglas,5646 Allen Way Ste 120,9
Jimmy Johns,Adams,10449 Chambers Rd,5
Jimmy Johns,Adams,12501 E 17th Ave,11
Jimmy Johns,Adams,3954 E 120th Ave,3
Jimmy Johns,Adams,3995 Lewiston St Unit 104,5
Jimmy Johns,Adams,9645 Washington St Unit 170,9
Jimmy Johns,Arapahoe,1140 S Colorado Blvd,0
Jimmy Johns,Arapahoe,23903 E Prospect Ave Unit D,3
Jimmy Johns,Arapahoe,2610 W Belleview Ave Ste 600,5
Jimmy Johns,Arapahoe,3001 S Broadway,6
Jimmy Johns,Douglas,11804 E Oswego St Unit B,5
Jimmy Johns,Douglas,390 S Wilcox St,4
Jimmy Johns,Douglas,9325 Dorchester St Ste 126,3
Jimmy Johns 1468,Arapahoe,4261 S Buckley Rd Ste B,2
Jimmy Johns 1494,Arapahoe,91 W Mineral Ave Unit 110,2
Jimmy Johns 1921,Arapahoe,14302 Cedar Ave Unit F,3
Jimmy Johns 2615,Douglas,18320 E Cottonwood Dr Unit J,1
Jimmy Johns 3939,Douglas,9567 S University Blvd Ste D2,11
Jimmy Johns 455,Arapahoe,4682 S Yosemite St,0
Jimmy Johns 635,Douglas,9234 Park Meadows Dr Ste 500,7
Jimmy Johns Gourmet,Arapahoe,7530 S University Blvd Unit 130,3
Jimmy Johns No 2707,Adams,14315 Orchard Pkwy,3
Jims Burger Haven,Adams,595 E 88th Ave,11
Jing,Arapahoe,5370 Greenwood Plaza Blvd Unit I,13
Jjs Kitchen,Adams,2181 Lake Ave,5
Joes Crab Shack,Adams,8911 Yates St,5
Joes Crab Shack,Arapahoe,14025 E Evans Ave,4
John Custy Legion Post 151,Adams,5421 E 71st Ave,1
John Flynn Elementary/ SAT,Adams,8731 Lowell Blvd,3
John Hollys Asian Bistro,Douglas,9232 Park Meadows Dr,2
Johnnys Asian Bistro,Douglas,10471 S Parker Rd Ste 3C,14
Johnnys Italian Steakhouse,Adams,14275 Lincoln St,7
Johnson Adult Day Program,Arapahoe,3444 S Emerson St,2
Jolet Coffee Factory,Adams,11505 E Colfax Ave,10
Joliet Learning Center,Arapahoe,1855 S Joliet St,0
Jordinellis Sports Bar,Adams,25 N Main St,14
Josephine Hodgkins Elementary,Adams,3475 W 67th Ave,2
Joust Kitchen,Douglas,650 Perry Park Rd,6
Joy Asian Cuisine,Arapahoe,1250 S Buckley Rd Unit G,8
Joy Sushi,Douglas,7600 Park Meadows Dr Ste 100,15
Js Noodles and New Thai,Arapahoe,1842 S Parker Rd Unit 5,15
Juans Super Pollo LLC,Arapahoe,1593 Peoria St,11
Jubilee Roasting Co,Adams,1452 Kenton St,5
Juice Pop,Arapahoe,2751 S Parker Rd Unit 302,3
Juiceland,Arapahoe,784 Peoria St,5
Juicy Seafood,Arapahoe,2727 S Parker Rd,7
Jump Start Cafe,Arapahoe,6770 S Yosemite St,12
Jumpin Jack Snacks,Adams,5951 Monaco St,1
Junz Restaurant,Douglas,11211 Dransfeldt Rd Ste 100,10
Jus Coffee,Douglas,17908 Cottonwood Dr Ste A,3
Jus Grill,Arapahoe,6780 S Liverpool St Unit D,3
Jus Grill Restaurant,Arapahoe,17200 E Iliff Ave Unit A10,14
Justice Center Deli,Douglas,4000 Justice Way # 2031,1
K Fusion,Adams,800 E 73rd Ave,1
K and T Gas Station,Arapahoe,15351 E Iliff Ave,6
KCs Lounge,Adams,3001 W 71st Way,3
KFC,Adams,15101 E 104th Ave,8
KFC,Douglas,9804 S Yosemite St,7
KFC A and W,Arapahoe,1551 S Havana St,2
KFC A and W,Douglas,186 Metzler Dr,6
KFC Long John Silvers,Adams,250 W 136th Ave,9
KFC Long John Silvers,Adams,4740 E Bromley Ln,6
KFC Long John Silvers,Arapahoe,24223 E Prospect Ave,6
KP Asian Cafe,Arapahoe,12201 E Mississippi Ave Unit 111,11
KS 81 Sushi,Adams,500 E Bromley Ln Unit A,4
Kabob Station,Adams,12041 Pecos St,6
Kaladi Coffee Roasters,Arapahoe,2823 S Broadway,6
Katsu Ramen,Arapahoe,1930 S Havana St Unit 4,10
Kearney Middle School,Adams,6160 Kearney St,2
Kellys Cajun Grill,Arapahoe,14200 E Alameda Ave Ste 2068A,15
Kemp Elementary,Adams,6775 Oneida St,0
Kent Denver School,Arapahoe,4000 E Quincy Ave,2
Kenton Elementary,Arapahoe,1255 Kenton St,1
Kentucky Fried Chicken,Adams,14411 E Colfax Ave,7
Kentucky Fried Chicken,Adams,2581 E 120th Ave,7
Kentucky Fried Chicken,Adams,9185 Federal Blvd,3
Kentucky Fried Chicken,Arapahoe,15290 E Mississippi Ave,5
Kentucky Fried Chicken 447,Douglas,9215 S Broadway,4
Kentucky Fried Chicken 462,Adams,10790 Washington St,5
Kentucky Fried Chicken 463,Adams,7140 Pecos St,3
Kentucky Fried Chicken 487,Adams,5101 E 60th Ave,1
Kentucky Fried Chicken A and W,Arapahoe,2900 W Belleview Ave,5
Kentucky Fried Chicken A and W,Douglas,1960 E County Line Rd,3
Keystone Place at Legacy Ridge,Adams,11180 Irving Dr,4
Khulan Kafe,Douglas,8820 American Way,1
Kicks 66,Arapahoe,8755 E Arapahoe Rd,3
Kids Wonder,Arapahoe,7562 S University Blvd Ste GG,1
Kikka,Adams,4451 Main St,1
Kikka Sushi,Arapahoe,870 S Colorado Blvd,0
Kikos,Adams,290 N Main St,18
Kilwins Chocolate,Douglas,19501 E Main St,2
King Soopers,Arapahoe,3050 S Peoria St,3
King Soopers,Douglas,5544 Promenade Pkwy,7
King Soopers 063 Sushi,Arapahoe,8200 S Holly St,0
King Soopers 068 - JFE Sushi,Adams,3801 E 120th Ave,2
King Soopers 088 Sushi,Douglas,17031 Lincoln Ave,0
King Soopers 10,Arapahoe,15250 E Mississippi Ave,3
King Soopers 100,Arapahoe,4910 S Yosemite St Unit,3
King Soopers 101 and Coffee Shop,Adams,13700 Colorado Blvd,8
King Soopers 107,Arapahoe,25701 E Smoky Hill Rd,0
King Soopers 108,Douglas,4000 Red Cedar Dr,5
King Soopers 109,Arapahoe,5050 S Federal Blvd Unit,6
King Soopers 110,Douglas,8673 S Quebec St,5
King Soopers 111,Arapahoe,3495 S University Blvd,5
King Soopers 112,Adams,1045 S 1st St,14
King Soopers 114,Adams,15051 E 104th Ave,6
King Soopers 122 and Starbucks,Arapahoe,7901 S Broadway,4
King Soopers 124,Arapahoe,4600 Leetsdale Dr,4
King Soopers 124 Sushi,Arapahoe,4600 Leetsdale Dr,1
King Soopers 126,Douglas,17761 Cottonwood Dr,3
King Soopers 128,Arapahoe,18211 E Hampden Ave,4
King Soopers 131,Arapahoe,100 W Littleton Blvd,9
King Soopers 132,Douglas,750 N Ridge Rd,8
King Soopers 136,Adams,100 N 50th Ave,7
King Soopers 136 Snow Fox Sushi,Adams,100 N 50th Ave,2
King Soopers 14,Arapahoe,655 Peoria St,11
King Soopers 16,Arapahoe,19711 E Smoky Hill Rd,11
King Soopers 24,Adams,750 E 104th Ave,5
King Soopers 27,Douglas,9551 S University Blvd,7
King Soopers 3 and Coffee Shop,Adams,6350 Sheridan Blvd,4
King Soopers 30,Arapahoe,1155 S Havana St,5
King Soopers 34,Adams,1575 W 84th Ave,5
King Soopers 38,Arapahoe,5050 E Arapahoe Rd,5
King Soopers 39,Arapahoe,3190 S Parker Rd,3
King Soopers 47,Arapahoe,7575 S University Blvd,4
King Soopers 49,Arapahoe,17000 E Iliff Ave,2
King Soopers 52,Adams,15109 E Colfax Ave,6
King Soopers 62 and Coffee Shop,Adams,10351 Federal Blvd,4
King Soopers 63,Arapahoe,8200 S Holly St,12
King Soopers 65,Arapahoe,101 Englewood Pkwy,4
King Soopers 68,Adams,3801 E 120th Ave,5
King Soopers 69,Arapahoe,4271 S Buckley Rd,7
King Soopers 75,Douglas,12959 S Parker Rd,5
King Soopers 8,Douglas,2205 W Wildcat Reserve Pkwy,7
King Soopers 81,Adams,500 E Bromley Ln,4
King Soopers 84,Arapahoe,6412 S Parker Rd,10
King Soopers 88,Douglas,17031 Lincoln Ave,7
King Soopers 91,Douglas,7284 Lagae Rd,6
King Soopers 92,Adams,4850 E 62nd Ave,2
King Soopers 96,Arapahoe,6000 S Holly St,4
King Soopers JFE Sushi LLC,Douglas,8673 S Quebec St,0
King Wok Express,Arapahoe,1740 S Buckley Rd Unit 7,5
Kings Cookery The,Douglas,650 Perry Park Rd,0
Kitchen Next Door The,Douglas,1485 Park Central Dr Ste 300,2
Kneaders Bakery & Cafe,Adams,9785 Washington St,6
Kneaders Bakery & Cafe,Douglas,19190 E Main St,10
Kneaders Bakery & Cafe of Aurora,Arapahoe,14455 E Arapahoe Rd,3
Kneaders Bakery & Cafe of Castle Rock,Douglas,826 New Memphis Ct,13
Kneaders of Highlands Ranch,Douglas,1105 Sgt Jon Stiles Dr,7
Kneaders of Lone Tree,Douglas,9846 Zenith Meridian Dr,4
Knights of Columbus,Adams,1096 E Bridge St,12
Konark Grocers,Arapahoe,7152 E County Line Rd,4
Korean Kim Chi and Foods,Arapahoe,2720 S Havana St Unit I,13
Krispy Kreme Doughnuts,Adams,1051 E 120th Ave,3
Kum & Go 0321,Adams,237 E 120th Ave,5
Kum and Go,Adams,2150 E Bridge St,10
Kum and Go,Adams,250 E 136th Ave,3
Kum and Go,Adams,5480 E 120th Ave,2
Kum and Go,Adams,7450 Federal Blvd,1
Kunjani Coffea,Douglas,10009 Jordan Rd,7
Kurosawa Asian Bistro,Douglas,17002 E Main,15
L and L Hawaiian Barbecue,Arapahoe,14221 E Cedar Ave Unit C,10
L and L Hawaiian Mixplate,Arapahoe,5650 S Chambers Rd,3
L and M Grocery Store,Arapahoe,16251 E Colfax Ave Ste 111,13
La Baguette De Normandie LLC,Douglas,16524 Keystone Blvd Unit C,7
La Belle Vita Fitness Facility,Douglas,8285 Dante Dr,0
La Botana,Adams,8995 Washington St,23
La Buena Vida Panaderia,Adams,1854 W 92nd Ave,13
La Casa Del Rey,Adams,7035 E 72nd Ave,0
La Casita Mexican Restaurant,Douglas,18951 E Mainstreet Ste A,14
La Changada,Adams,8923 N Washington St,8
